start,end,speaker,text
1175.85,1176.43,N_SPK8002,嗯。
1184.69,1185.87,N_SPK8004,对，嗯。
1184.71,1186.8,N_SPK8003,是吧，这个是不是我觉得可能。
1184.83,1185.45,N_SPK8002,如果说。
1185.83,1198.82,N_SPK8001,主要是咱们咱们送礼送老师礼物是咱们家长和孩子的心意，但是你送到老师手里，你必须保证老师呃接触这个东西别犯错误。
1187.28,1187.67,N_SPK8004,嗯。
1188.98,1189.32,N_SPK8003,嗯。
1191.73,1192.11,N_SPK8003,对。
1197.74,1200.44,N_SPK8003,对他你不能，对你不能让人家或都是。
1199.73,1200.53,N_SPK8004,对。
1200.57,1201.06,N_SPK8001,知道吧。
1201.97,1202.3,N_SPK8004,嗯。
1202.14,1206.85,N_SPK8003,让老师或者说这个学校这个，让让人觉得他不太好是吧。
1205.81,1209.81,N_SPK8004,对别的老师背后说三道四的对他影响也不好。
1206.68,1208.6,N_SPK8002,他收，或者他不收之类的。
1207.71,1208.9,N_SPK8003,咱们，对。
1208.49,1223.47,N_SPK8001,你送，假如说你送他一张纸啊让让校长看见了，你也校长不知道你你送的什么什么东西，他也回头也要受到我估计也心里不舒服这个老师，嗯。
1209.9,1210.47,N_SPK8003,对对对。
1222.1,1224.75,N_SPK8003,对是吧，反正我觉得。
1223.27,1223.69,N_SPK8002,嗯。
1224.72,1228.23,N_SPK8002,既让老师收到礼物，然后又要让老师心里舒服。
1225.82,1226.32,N_SPK8003,嗯。
1228.27,1234.27,N_SPK8004,所以呢，我觉得，学校送不太合适，咱们就大方向往家里送。
1234.79,1235.06,N_SPK8003,对。
1235.35,1249.14,N_SPK8004,家里送呢，这样的话又避免了这个三十个二十个学生一个班的有送有不送的这种情况，呃也表明了自己送的心意，因为就像结婚份子似的，那比如说他谁结婚。
1242.36,1242.75,N_SPK8002,嗯。
1249.45,1264.05,N_SPK8004,那比如说都是朋友，那这五个朋友一起送，有出两百份子的，有出五百份子的，那五百份子那个人，他就不平衡，所以说就各送各的，然后呢，又避免了去学校，啊，然后。
1255.05,1255.36,N_SPK8002,嗯。
1264.64,1275.19,N_SPK8004,比如说对老师的打扰啊，咱们最好能把地址要到，自己送到家里，这样的话也避免了学校别的老师，去说三道四。
1271.33,1271.59,N_SPK8003,对。
1271.57,1271.88,N_SPK8002,不是。
1275.82,1279.86,N_SPK8002,我觉得给管老师要地址，一般的性就是。
1276.64,1277.14,N_SPK8003,但是。
1280.77,1282.44,N_SPK8002,几率性还是比较大的。
1283.4,1283.63,N_SPK8004,对。
1284.3,1285.52,N_SPK8003,就是能提供的是吗。
1285.45,1287.9,N_SPK8002,对，我觉得几率性还是比较大的，对。
1286.31,1290.2,N_SPK8001,老师一般的跟家长都得有沟通都得有沟通。
1286.57,1286.97,N_SPK8003,啊。
1289.19,1290.43,N_SPK8002,都是有，对。
1289.54,1289.87,N_SPK8004,嗯。
1290.19,1299.76,N_SPK8003,对，但是这个如果说换做是我，反正我肯定不提供，你这涉及隐私了，你说孩子，你你你这个孩子的家长，到时候你把我的这个地址你公布给别人了怎么办。
1290.61,1290.99,N_SPK8004,对。
1294.2,1294.79,N_SPK8004,嗯。
1295.31,1296.03,N_SPK8002,嗯。
1296.99,1297.2,N_SPK8002,其。
1298.95,1309.52,N_SPK8002,其实我是更，我其实更喜欢是由当面交给老师这种的，假如说晚上接送孩子，然后跟跟家，跟老师有有，比方说沟通交通学习啊。
1309.86,1314.84,N_SPK8002,沟通孩子的学习啊，这这一系列的吧，然后把把东西交给老师，当面给。
1315.49,1316.02,N_SPK8003,都免费。
1315.51,1328.38,N_SPK8001,现在都是都是公众都是公众场合儿，你不管你给老师什么东西，你要跟老师接触好多人那都看着呢，人家老师也也是害怕的。
1316.53,1317.0,N_SPK8004,嗯。
1317.11,1317.38,N_SPK8002,对。
1318.45,1318.91,N_SPK8004,对。
1319.61,1324.37,N_SPK8002,都是公，嗯，对公众，都都是公众场合，对，就。
1319.67,1320.08,N_SPK8004,对。
1320.3,1321.34,N_SPK8003,确实是，嗯。
1320.68,1322.16,N_SPK8004,嗯，都是公众场合。
1325.81,1326.31,N_SPK8004,没错。
1326.73,1327.36,N_SPK8002,嗯。
1327.75,1331.52,N_SPK8004,咱们也要主主一观形态的去保护老师嘛。
1331.73,1338.85,N_SPK8001,对因为主要是咱们送东西是是咱们的心意，但是主要人老师这个影响不影响人家。
1331.79,1333.02,N_SPK8003,对，对对对。
1335.15,1335.27,N_SPK8002,其。
1335.23,1335.55,N_SPK8004,对。
1339.23,1343.97,N_SPK8004,对，别因为教师节人之后这个影响教学了。
1339.78,1340.31,N_SPK8001,是不是。
1342.74,1344.92,N_SPK8001,工作完丢了可可干了。
1344.11,1345.02,N_SPK8002,嗯。
1344.76,1345.96,N_SPK8004,嗯这个到时候不好。
1346.23,1356.39,N_SPK8002,你看今，这个今年这个教师节，我们家就是我我同事的孩子，他就是买了，买了一箱这个三三只松鼠，然后给送过去的。
1346.41,1346.88,N_SPK8003,对。
1354.88,1355.19,N_SPK8004,嗯。
1357.79,1371.12,N_SPK8003,其实这种的，要是说能够明目明面儿上看的这个东西价值不是很高而且又很实用的东西，其实其实直接送过去也倒没什么，就怕说这个东西可能略显贵重啊，或者说让人觉得可能。
1358.79,1359.03,N_SPK8002,对。
1360.29,1360.86,N_SPK8004,嗯。
1360.94,1365.2,N_SPK8002,对。对，三只三三只松鼠是直接送，我觉得。
1361.65,1362.11,N_SPK8004,嗯。
1367.35,1367.84,N_SPK8002,嗯。
1370.68,1379.99,N_SPK8002,我觉得，我觉得家长可能，可能就是不会太，就是在这个价格方面，可能不会选择太高。
1372.08,1372.43,N_SPK8003,嗯。
1380.05,1393.3,N_SPK8003,啊对，我觉得这个东西因人而异吧，这个家里什么条件，你得于这个送礼的标准是不同的，不可能说家里头特别富裕的，还能送的跟那个比较贫寒人的这个这个。
1381.96,1384.03,N_SPK8002,对因人，嗯，对。
1386.79,1387.23,N_SPK8004,嗯。
1387.05,1387.51,N_SPK8002,嗯。
1388.67,1389.19,N_SPK8004,嗯，嗯。
1390.87,1391.26,N_SPK8004,对。
1393.98,1397.9,N_SPK8003,是一样的，这这肯定是有差别的，是吧，嗯。
1396.54,1396.84,N_SPK8002,嗯。
1397.42,1405.12,N_SPK8001,对，送人这是根据自己的自己的收入，自己家庭情况是吧送老师的什么东西。
1399.29,1399.9,N_SPK8004,嗯。
1400.12,1400.5,N_SPK8003,嗯。
1404.44,1409.63,N_SPK8002,根据自个儿家庭的情况，然后来来选择了这个东西，我觉得选择。
1407.62,1410.17,N_SPK8001,对送老师的东西，价值高低的。
1408.0,1409.14,N_SPK8003,嗯嗯嗯嗯。
1410.73,1423.9,N_SPK8002,我觉得价值高低，我觉得也可以根据不同的礼物，不同的价格，然后选择不同的形式来去配送吧，不能说我一概的说我我去带到学校，或者说我一概的去以配送的这个形式。
1425.85,1427.05,N_SPK8003,对，就是说，嗯。
1425.96,1440.05,N_SPK8001,反正主咱们最主要的是呃，没跟你说心情咱们家长的心情在这呢，说老师给跟咱们的对咱们的孩子付出一年了是吧，辛苦一年了咱们要表示表示心意。
1426.3,1426.7,N_SPK8004,嗯。
1433.69,1433.85,N_SPK8002,我。
1440.84,1447.25,N_SPK8001,但是主要的还得要为人老师着想，嗯跟老师沟通怎么。
1448.22,1449.38,N_SPK8001,用用什么方式。
1450.45,1450.78,N_SPK8001,是吧。
1453.25,1459.67,N_SPK8003,这个确实是一个问题哈，那也就是说，咱们实际上已经确定下来了。
1455.65,1456.45,N_SPK8001,嗯，这个。
1460.26,1461.28,N_SPK8004,嗯。嗯。
1460.83,1472.85,N_SPK8003,嗯，第一步呢，先跟老师把地址，看看能不能索要过来，那么这个前提条件就会出现有两个分支，那么一个是呢老师把地址提供给咱们了。
1465.37,1465.94,N_SPK8004,对。
1466.93,1467.65,N_SPK8004,主要过来。
1467.72,1468.46,N_SPK8002,嗯嗯。
1470.14,1470.47,N_SPK8004,嗯。
1474.05,1479.45,N_SPK8003,啊，一个是没有提供，如果说没有提供的话，那么咱们就选。
1480.91,1481.51,N_SPK8002,闪送。
1481.08,1485.35,N_SPK8003,呃这种比如说购物卡呀或者什么的这种小东西。
1481.91,1482.3,N_SPK8004,嗯。
1484.46,1484.76,N_SPK8002,嗯。
1484.97,1498.07,N_SPK8004,这个这个里边儿还有涉及到一个问题，第一个分支呢，就是索要到了地址，第二个分支就是老师不愿意给地址，那不愿意给地址的前提是咱们已经表明了目的。
1487.16,1488.25,N_SPK8003,去去整啊。
1490.89,1491.27,N_SPK8003,嗯。
1492.43,1492.68,N_SPK8002,没。
1494.16,1494.62,N_SPK8003,对。
1498.65,1510.23,N_SPK8004,借着教师节，哎对您这个一年的感谢，送一些比较实用的礼品，不愿意提供地址那么，呃那那这边的话他，愿不愿意接收礼物？
1504.3,1504.64,N_SPK8003,对。
1510.75,1518.96,N_SPK8004,如果他要是不愿意提供地址，也不愿意接收礼物，那么第二个这个分支可能就省省下了。
1510.76,1511.08,N_SPK8003,对。
1519.89,1520.55,N_SPK8003,就不送了。
1521.23,1533.67,N_SPK8004,我觉得来说他要不接受呢，咱们也不能强求，强人所难有的教师他的心里就是觉得我就是像医务人员白衣天使似的，我就是为孩子心甘情愿的去付出的。
1522.75,1523.37,N_SPK8003,啊。
1533.66,1533.87,N_SPK8002,那。
1534.27,1539.38,N_SPK8003,那我觉得这个是一份心意吧，我觉得你真是，不管哪种哪种情况。
1536.03,1539.02,N_SPK8002,这份儿心意，这份儿那那像。
1536.23,1537.69,N_SPK8004,这一份心意，我就是。
1538.57,1547.13,N_SPK8004,我是不想要，我就不想接受，那你说咱们一他一味的要强顶着，那你说咱们的礼物。
1548.21,1550.04,N_SPK8004,还是要送吗？
1550.73,1554.63,N_SPK8002,我觉得像这种吧就是，咱们可以就是，嗯。
1550.83,1550.98,N_SPK8004,这。
1555.8,1558.01,N_SPK8002,选择其他的礼物，比方说。
1559.26,1561.45,N_SPK8002,巧克力或者保温杯这种的。
1561.92,1564.21,N_SPK8004,那你就得后备，备再备一份儿。
1564.38,1564.64,N_SPK8002,对。
1564.9,1570.12,N_SPK8004,如果这个第一份礼物不需要，他就是不接收，就是不想提供地址。
1565.05,1566.08,N_SPK8003,那也就是。
1566.88,1567.38,N_SPK8002,嗯。
1567.66,1568.0,N_SPK8003,嗯，嗯。
1570.89,1583.46,N_SPK8002,我可以就是比方说，呃，这一个家庭，除了孩子做一个这个手工以外，然后可以，还可以再选择两到，两两个礼物的，就选择就想说一个是给地址，或者一个是不给地址。
1571.92,1572.22,N_SPK8003,嗯。
1582.07,1593.74,N_SPK8004,如果假设他所有的礼物我都不接收，就在咱们在这个第二个分支上，呃他依旧索要地址，第二个不给地址，我也不接收礼物，这个时候怎么办？
1590.9,1591.26,N_SPK8003,嗯。
1592.68,1593.04,N_SPK8002,嗯。
1594.17,1598.82,N_SPK8002,那就干脆就，就很简单，很简很简单，那就买一束鲜花送过去。
1594.72,1597.57,N_SPK8001,我认为这个家长啊要想给老师礼物。
1598.88,1608.6,N_SPK8001,不管他什么时候他给买完了这个东西了，他变相变法儿的反正不管怎么着想方设法也得把那个心意也得给人老师。
1607.17,1613.88,N_SPK8004,我觉得如果呢，他要是一定不接收，咱们只要表达了心意，我觉得就够了。
1612.54,1621.19,N_SPK8002,对，不如果他，如果说他要是一定不接受，就是怎么都不接收，那咱就，就不要强人所难了，不要强人所难了。
1612.78,1614.17,N_SPK8003,就可以了，是吧嗯。
1619.19,1633.9,N_SPK8004,对，如果要是说不强人所难的他一定不接收，一定不提供地址，那咱们就把心意传达就够了，那么就只有把第二个分支砍掉，就只剩第一个分支，他索索取了咱们索取了地址。
1622.13,1622.51,N_SPK8002,就是。
1625.85,1626.36,N_SPK8002,对，或。
1633.94,1634.18,N_SPK8002,嗯。
1634.27,1634.62,N_SPK8003,嗯。
1634.27,1637.81,N_SPK8004,那么就直接给他弄家里，这个事儿就搞定了。
1637.03,1637.58,N_SPK8002,ok了。
1638.26,1644.45,N_SPK8003,对，这个其实如果能提供地址址的话，这个事情就迎刃而解了，是吧嗯。
1640.64,1642.05,N_SPK8002,如果说他是要说说。
1643.39,1644.3,N_SPK8004,唉，对对对。
1643.85,1652.05,N_SPK8002,对呀，如果说那又是像那种可以买个就是巧克力，就就就是就几块儿的那种的带过去，由孩子带过去就ok了。
1652.32,1654.41,N_SPK8003,那也就是说，比如说这个。
1655.35,1665.47,N_SPK8003,教师表现明确是不收不需要啊之类的，那这种情况的话，就让这个孩子带个小的比较，比较简单的礼物啊。
1661.92,1662.46,N_SPK8004,嗯。
1664.74,1670.08,N_SPK8002,比较对，小盆栽啊，或者巧克力的就不，对，小小礼物。
1665.0,1665.69,N_SPK8004,那对对对。
1666.22,1674.92,N_SPK8003,这个非常大方，就即便就是老师老师收取了，那也不会让别人觉得，这个有什么不一样的异样看法呀之类的，啊。
1666.58,1667.5,N_SPK8001,就让孩子能。
1668.61,1669.1,N_SPK8004,嗯。
1670.24,1670.61,N_SPK8004,对。
1673.98,1674.6,N_SPK8004,对对对。
1674.48,1674.73,N_SPK8001,对。
1674.93,1675.31,N_SPK8002,嗯。
1675.38,1685.29,N_SPK8003,如果说呢他要提供地址呢，那咱们就可以把咱们，把咱们就是说，对，想好了的到底送啊什么东西。
1677.44,1682.24,N_SPK8002,那就咱该寄的寄就该，啊对，然后前前后两天都可以。
1679.22,1680.52,N_SPK8001,当然可以有咱们的。
1679.48,1679.85,N_SPK8004,嗯。
1685.12,1685.83,N_SPK8004,嗯。
1685.68,1687.39,N_SPK8002,同城教师节。
1686.0,1688.72,N_SPK8003,嗯，根据这个这个这个。
1689.07,1694.78,N_SPK8002,啊，八教师节十号十一号，三十三十三十三十一。
1690.55,1694.33,N_SPK8003,根据这个情况，是送个护颈仪啊或者送个什么之类的。
1691.65,1691.98,N_SPK8004,嗯。
1693.15,1696.95,N_SPK8004,对，是送个什么样的产品？这个到时候咱们可以再再。
1695.92,1701.03,N_SPK8003,这个是比较暖心的一一些一些的这个，而且老师能用得上的东西。
1698.29,1698.61,N_SPK8004,嗯。
1698.43,1702.93,N_SPK8002,三十，三十三十一，对，二十八，嗯。
1700.53,1700.92,N_SPK8004,嗯。
1701.52,1704.37,N_SPK8001,对，就得跟老师反正提前联系得。
1702.12,1702.44,N_SPK8003,嗯。
1702.63,1703.09,N_SPK8004,嗯。
1705.12,1714.3,N_SPK8003,对，也就是这么一个一个情况，那么也就是说他不提供地址，其实给他强制的去给他塞购物卡什么也不合适，是吧，是吧，嗯。
1707.64,1708.02,N_SPK8002,嗯。
1711.64,1712.22,N_SPK8004,嗯。
1713.05,1713.72,N_SPK8004,也不合适。
1713.21,1723.81,N_SPK8002,这对，然后他让他心里不舒服，对，比方说咱本来是一个好心好意让。一个教师节，一个，一个礼貌的一个表达。
1714.8,1715.03,N_SPK8004,嗯。
1715.56,1716.21,N_SPK8003,嗯。
1723.81,1729.1,N_SPK8002,然后如果说说要是强制的话，弄成教师老师不舒服也不好。
1730.88,1742.92,N_SPK8004,就是咱非常是尊重老师了，老师不收那就不收了，老师要是愿意提供地址，那么咱们也是非常高兴的，咱们就为了大家都比较高兴，就可以了。
1731.06,1731.33,N_SPK8003,对。
1732.42,1733.71,N_SPK8002,对，尊重老师的意愿。
1738.87,1739.28,N_SPK8002,嗯。
1742.97,1750.4,N_SPK8001,其实老师这的心理呢，你一打电话你一说跟他要地址他也就知道怎么回事儿了，他心里就有数了。
1751.17,1751.67,N_SPK8001,是不是。
1753.02,1755.48,N_SPK8003,就看提供不提供的事儿了，是吧，嗯。
1754.79,1755.07,N_SPK8001,对。
1755.05,1761.57,N_SPK8004,嗯，最重要的是，不管他接收与不接收，咱们把自己对他的这个心意表明了。
1762.43,1763.66,N_SPK8004,我觉得这是最重要的。
1766.77,1770.32,N_SPK8001,反正现在还是主要还是嗯。
1769.94,1771.65,N_SPK8004,礼轻情意重嘛。
1771.64,1781.82,N_SPK8001,表跟老师身上表达点儿心意还是呃对他的尊重，他是心理还是比较舒服一点儿我觉得这老师，是吧。
1779.85,1780.09,N_SPK8004,嗯。
1781.15,1785.66,N_SPK8004,对他就比，家长比较认可他的付出，嗯。
1782.33,1782.63,N_SPK8003,对。
1783.76,1784.04,N_SPK8001,对。
1784.87,1794.0,N_SPK8003,对，我觉得不管这个礼物咱们最终成功送没送出去，我觉得咱们有这个事儿呢，最起码在学，在这个老师这边，班主任这边啊。
1784.97,1785.24,N_SPK8001,对。
1795.79,1796.74,N_SPK8003,对这个孩子的。
1797.12,1801.14,N_SPK8002,看看法或者，对对，有。
1797.78,1809.3,N_SPK8003,对，最起码他能够知道他的家长是重视他这个，在学校里的那个哎呀，表现啊成绩啊，这这方面，而并且呢，也是对这个老师的认可的。
1798.09,1799.18,N_SPK8001,他心里能知道。
1798.92,1799.47,N_SPK8004,嗯。
1802.2,1803.13,N_SPK8001,重视他这孩子。
1809.14,1810.05,N_SPK8004,对认可。
1809.45,1810.37,N_SPK8001,对对。
1810.11,1816.78,N_SPK8003,啊，如果说你对这个学校，对老师不认可的，那不可能说张罗的去干这一件事儿，是吧。
1815.7,1816.72,N_SPK8004,嗯，对。
1817.48,1831.67,N_SPK8003,啊，我觉得这个确实是是是一个事情，再一个呢就是，这个每年也就是这么一个教师节，其实老师，对于老师的节日来讲，并没有什么太多的，假期的可能去上。
1833.34,1833.89,N_SPK8003,去备课。
1834.84,1835.87,N_SPK8003,可能也就是这么一。
1837.71,1840.49,N_SPK8003,给人家就是教师，还是还是。
1841.46,1841.81,N_SPK8003,能给他。
1843.97,1844.45,N_SPK8003,惊喜啊。
1846.23,1847.1,N_SPK8003,我那个。
1848.76,1852.11,N_SPK8003,能够更高兴更快乐，是吧，嗯。
1850.34,1854.6,N_SPK8002,能够体现他这个教师的这个价值，这个职业的价值。
1850.78,1851.21,N_SPK8004,嗯。
1853.27,1853.85,N_SPK8001,现在。
1853.32,1853.79,N_SPK8003,嗯。
1855.04,1856.79,N_SPK8001,现在这个这个。
1857.89,1870.03,N_SPK8001,这个现在这个环境下呀，这老师啊嗯现在都也注重自己的，你看白天平常一直午都休息，不是都是给孩子上课。
1871.51,1885.05,N_SPK8001,等到老师休息的时候呢，你可以以老师假如说节教师节这个礼物不收，从平常变相的方式约老师咱们那个，您休息的在老师休息的时候休闲的时候。
1885.4,1888.91,N_SPK8001,咱们一块儿去旅个游，带着孩子一块儿去玩会儿。
1889.11,1890.42,N_SPK8002,我觉得这个。其。
1890.32,1894.73,N_SPK8001,有的也也有这样的老师，有可以去一块儿玩儿这的。
1891.57,1891.86,N_SPK8002,这。
1891.88,1902.23,N_SPK8004,嗯，我觉得就是感恩教师节，就是为了在这一天去做一个感恩，啊因为怎么说呢？可能。
1892.87,1893.34,N_SPK8002,少。
1897.8,1901.03,N_SPK8002,感恩，然后对老师的这个职业的尊重。
1903.1,1904.35,N_SPK8004,平时的话。
1905.2,1907.31,N_SPK8002,我觉得不太，对，意。
1905.84,1907.97,N_SPK8004,意义不大吧？意义不大。
1907.58,1912.85,N_SPK8001,那你说他平时呃教师节这天人家不收这礼物。
1912.48,1920.03,N_SPK8004,不收呢，咱们表明心意就这就可以了，最重要的是因为你送他实用的礼物其实也价值不贵。
1914.54,1915.53,N_SPK8002,这已经足够了。
1914.68,1915.48,N_SPK8003,对，嗯。
1920.82,1921.86,N_SPK8003,对，这个。
1921.24,1924.99,N_SPK8004,他接收不接收与否，那就不碍咱们的事情了。
1922.96,1924.27,N_SPK8002,那就都要看看他。
1925.4,1925.61,N_SPK8003,对。
1925.91,1928.47,N_SPK8004,最重要是咱们把心意表明。
1926.01,1936.91,N_SPK8002,如如果说除除除，像像周一到周五老师上课，然后周末他有可能到别别的地方去做这个这个叫什么班儿，做这个什么。
1937.33,1944.39,N_SPK8002,如果说别的老师出来旅游，我觉得这个，这个不太可行，我觉得老师可能，对。
1937.54,1937.84,N_SPK8003,对呀。
1942.94,1949.61,N_SPK8003,对，其实挺难的，他们有的还在那个闲余时间，还做个直播就授授课呢，这都是有的，啊。
1943.17,1943.43,N_SPK8004,嗯。
1944.53,1944.86,N_SPK8004,嗯。
1948.45,1949.1,N_SPK8004,嗯，对。
1948.69,1949.98,N_SPK8002,对，不太不太，就是。
1948.79,1949.11,N_SPK8001,嗯。
1950.08,1953.17,N_SPK8004,反正送不送呢，是我们的事，假如说咱们不送。
1950.64,1951.4,N_SPK8003,所以说。
1951.94,1960.86,N_SPK8002,是就我我们的心，我们的心意，然后表达出去了，然后老师收不收，那就就那就是老师的事情，我们的心意表达出去了我们对。
1954.39,1954.68,N_SPK8004,嗯。
1956.68,1956.9,N_SPK8004,嗯。
1958.81,1967.28,N_SPK8004,嗯，对咱们如果要不送，到时候老师有会有挑理的，但是咱们送了以后他不收呢？是他的问题，嗯。
1959.99,1960.38,N_SPK8003,嗯。
1963.03,1963.88,N_SPK8002,然后我们对。
1965.47,1966.02,N_SPK8001,他不收。
1966.08,1977.49,N_SPK8002,然后我们表达了对老师的这份职业的尊重，认可，然后就是能就是对自己，对自个儿家的孩子能多多的关注，我觉得这已经就够了。
1966.24,1966.51,N_SPK8003,对。
1971.17,1971.36,N_SPK8004,嗯。
1975.89,1976.18,N_SPK8004,嗯。
1977.77,1978.04,N_SPK8004,嗯。
1978.68,1991.55,N_SPK8003,行，反正咱们呀就是教师节这个礼物送是肯定的，这个这个事情要做的，然后呢，呃还是咱们整体的这个总结一下啊，就是。
1993.25,1998.83,N_SPK8003,刚才就是咱们首先要做的，就是收集老师，这个给咱们提供不提供地址。
1999.07,1999.32,N_SPK8002,嗯。
2000.08,2008.59,N_SPK8003,呃那么如果说提供了，那么皆大欢喜，咱们可以把自己想要送的礼物直接呢，邮寄到他的这个住处就可以了。
2009.59,2011.05,N_SPK8003,那如果说没有。
2012.06,2014.61,N_SPK8003,就是没有提供地址，或者说这个。
2015.78,2019.24,N_SPK8003,不去接收的话，那么这种情况的话呢，咱们就是。
2020.65,2029.77,N_SPK8003,呃，现场去拜访，看看呢能不能以这个其他的形式塞给老师，如果说这个如果还不可取的话。
2023.18,2023.47,N_SPK8004,嗯。
2030.46,2041.92,N_SPK8003,那么呢，买一些类似巧克力啊，那种德芙啊，什么进口巧克力，然后小盒儿装的，然后呢，让孩子呢，嗯直接带给老师，啊是花儿啊或者是巧克力，我觉得都可以。
2038.06,2039.43,N_SPK8002,带给老师，嗯。
2042.43,2052.39,N_SPK8003,我觉得这个就可以了，啊至于这个，具体的后续的这个结果怎么样，因为也没有办法是预判，还是要等教师节来临的时候，咱们再看。
2052.92,2060.61,N_SPK8003,然后呢，呃最后呢，就是心意肯定是要带到的对吧，马上教师节了，行。
2061.65,2064.25,N_SPK8003,那就先这样，嗯，好，嗯。
2062.48,2062.8,N_SPK8004,嗯。
2062.94,2063.16,N_SPK8001,好。
2063.69,2063.91,N_SPK8004,嗯。
2064.95,2065.11,N_SPK8001,也。
2066.07,2067.52,N_SPK8001,表示咱们的心意了。
2067.44,2067.7,N_SPK8003,嗯。
